# Energy V1 V2 V3 V4 V5 V6 V7 V8 V9
-1.500990e+02 1.854000e+01 2.038000e-15 1.135000e-15 0.000000e+00 2.240000e+01 -1.387000e+01 0.000000e+00 0.000000e+00 6.238000e+00
-1.499990e+02 7.993000e+00 -1.343000e+00 2.432000e+00 0.000000e+00 1.926000e+01 -1.423000e+01 0.000000e+00 0.000000e+00 6.245000e+00
-1.498875e+02 1.804000e+01 1.006000e-15 1.105000e-15 0.000000e+00 2.285000e+01 2.136000e+00 0.000000e+00 0.000000e+00 6.239000e+00
-1.497838e+02 4.312000e+01 3.275000e-15 2.640000e-15 0.000000e+00 1.308000e+01 -2.841000e+00 0.000000e+00 0.000000e+00 8.902000e+00
-1.497542e+02 7.093000e+01 4.343000e-15 4.343000e-15 0.000000e+00 1.021000e+01 2.529000e-15 0.000000e+00 0.000000e+00 7.175000e+00
-1.497345e+02 5.570000e+00 2.103000e-16 2.800000e+00 0.000000e+00 2.159000e+01 3.569000e-15 0.000000e+00 0.000000e+00 1.074000e+01
-1.497092e+02 5.256000e+00 5.500000e-01 3.335000e+00 0.000000e+00 1.589000e+01 -4.939000e-01 0.000000e+00 0.000000e+00 1.517000e+01
-1.496943e+02 6.206000e+00 4.224000e-16 -6.580000e-01 0.000000e+00 1.222000e+01 2.520000e-15 0.000000e+00 0.000000e+00 1.722000e+01
-1.496226e+02 3.280000e+00 1.431000e+00 5.126000e+00 0.000000e+00 1.564000e+01 -2.871000e+00 0.000000e+00 0.000000e+00 2.468000e+01
-1.495939e+02 7.972000e+00 -1.967000e+00 -2.283000e+00 0.000000e+00 1.938000e+01 4.532000e+00 0.000000e+00 0.000000e+00 6.245000e+00
-1.495764e+02 5.694000e+00 -2.306000e+00 1.092000e+00 0.000000e+00 2.687000e+01 -2.205000e+00 0.000000e+00 0.000000e+00 1.705000e+01
-1.495718e+02 1.047000e+01 -1.146000e-01 -9.062000e+00 0.000000e+00 1.977000e+01 -4.017000e+00 0.000000e+00 0.000000e+00 6.239000e+00
-1.495331e+02 1.593000e+01 -7.420000e-02 5.272000e+00 0.000000e+00 1.281000e+01 3.443000e+00 0.000000e+00 0.000000e+00 6.244000e+00
-1.494969e+02 5.621000e+00 2.166000e-16 2.697000e+00 0.000000e+00 1.720000e+01 4.532000e-15 0.000000e+00 0.000000e+00 1.348000e+01
-1.494217e+02 7.891000e+00 -2.113000e+00 3.751000e+00 0.000000e+00 1.956000e+01 -2.383000e+00 0.000000e+00 0.000000e+00 6.242000e+00
-1.492963e+02 3.773000e+00 7.763000e-17 4.982000e+00 0.000000e+00 1.603000e+01 2.691000e-15 0.000000e+00 0.000000e+00 2.116000e+01
-1.492942e+02 4.174000e+00 1.287000e-17 4.135000e+01 0.000000e+00 8.373000e+00 1.620000e-15 0.000000e+00 0.000000e+00 3.672000e+01
-1.491396e+02 6.219000e+00 3.523000e-16 4.840000e-01 0.000000e+00 1.292000e+01 2.887000e-15 0.000000e+00 0.000000e+00 1.590000e+01
-1.491253e+02 6.071000e+00 1.443000e+00 4.721000e-02 0.000000e+00 7.314000e+00 -1.828000e+00 0.000000e+00 0.000000e+00 2.880000e+01
-1.491247e+02 4.704000e+00 3.638000e+00 -1.909000e+00 0.000000e+00 1.136000e+01 -4.048000e+00 0.000000e+00 0.000000e+00 1.197000e+01
-1.490439e+02 8.065000e+00 3.246000e-16 3.485000e+00 0.000000e+00 2.166000e+01 5.346000e-15 0.000000e+00 0.000000e+00 7.197000e+00
-1.489415e+02 1.132000e+01 -2.271000e+00 -2.083000e+01 0.000000e+00 6.164000e+00 1.015000e+00 0.000000e+00 0.000000e+00 1.830000e+01
-1.489064e+02 7.190000e+00 3.468000e-16 1.732000e+00 0.000000e+00 2.858000e+01 8.135000e-15 0.000000e+00 0.000000e+00 6.239000e+00
-1.488928e+02 4.461000e+00 -2.000000e+01 -1.016000e+00 0.000000e+00 2.348000e+01 -1.087000e+01 0.000000e+00 0.000000e+00 9.243000e+00
-1.488095e+02 1.303000e+01 2.016000e+00 -4.047000e+01 0.000000e+00 6.216000e+00 6.191000e-01 0.000000e+00 0.000000e+00 1.574000e+01
-1.487909e+02 1.322000e+01 2.611000e+00 -6.242000e+00 0.000000e+00 6.036000e+00 9.617000e+00 0.000000e+00 0.000000e+00 7.996000e+00
-1.487430e+02 9.008000e+00 -1.419000e+00 -1.425000e+00 0.000000e+00 6.104000e+00 -1.303000e+00 0.000000e+00 0.000000e+00 1.162000e+01
-1.487023e+02 1.319000e+01 3.637000e+00 8.099000e+00 0.000000e+00 7.863000e+00 -3.997000e+00 0.000000e+00 0.000000e+00 1.204000e+01
-1.485586e+02 1.071000e+01 -7.923000e+00 -1.105000e+00 0.000000e+00 5.722000e+00 2.489000e+00 0.000000e+00 0.000000e+00 2.093000e+01
-1.485405e+02 1.575000e+01 1.687000e+00 -1.265000e+00 0.000000e+00 1.296000e+01 -1.802000e+00 0.000000e+00 0.000000e+00 6.237000e+00
-1.483905e+02 6.190000e+00 3.317000e-16 8.269000e-01 0.000000e+00 3.226000e+01 8.812000e-15 0.000000e+00 0.000000e+00 1.301000e+01
-1.483900e+02 7.679000e+00 2.053000e+00 5.410000e-01 0.000000e+00 6.247000e+00 -5.241000e-02 0.000000e+00 0.000000e+00 2.663000e+01
-1.483867e+02 1.293000e+01 -8.915000e-01 3.309000e-01 0.000000e+00 1.080000e+01 2.253000e+00 0.000000e+00 0.000000e+00 9.000000e+00
-1.483191e+02 8.054000e+00 1.839000e+00 -1.202000e+00 0.000000e+00 6.237000e+00 -3.414000e-01 0.000000e+00 0.000000e+00 2.557000e+01
-1.483003e+02 6.235000e+00 3.818000e-16 3.818000e-16 0.000000e+00 3.754000e+01 5.992000e-15 0.000000e+00 0.000000e+00 1.113000e+01
-1.482791e+02 1.757000e+01 1.076000e-15 1.076000e-15 0.000000e+00 1.195000e+01 3.404000e-15 0.000000e+00 0.000000e+00 6.239000e+00
-1.482652e+02 1.296000e+01 8.618000e-16 7.935000e-16 0.000000e+00 1.585000e+01 -1.311000e+00 0.000000e+00 0.000000e+00 6.234000e+00
-1.482375e+02 7.895000e+00 2.521000e+00 -1.950000e-02 0.000000e+00 5.924000e+00 -1.980000e+00 0.000000e+00 0.000000e+00 2.738000e+01
-1.482116e+02 6.229000e+00 3.603000e-01 3.820000e-16 0.000000e+00 1.593000e+01 4.382000e-15 0.000000e+00 0.000000e+00 1.292000e+01
-1.481615e+02 5.918000e+00 2.605000e-16 1.989000e+00 0.000000e+00 1.602000e+01 4.219000e-15 0.000000e+00 0.000000e+00 1.349000e+01
-1.480654e+02 1.299000e+01 8.836000e-01 -4.182000e+00 0.000000e+00 1.080000e+01 -2.270000e+00 0.000000e+00 0.000000e+00 8.970000e+00
-1.480569e+02 1.484000e+01 8.345000e-01 5.711000e+00 0.000000e+00 5.884000e+00 -2.094000e+00 0.000000e+00 0.000000e+00 1.468000e+01
-1.480299e+02 1.621000e+00 -3.383000e+00 7.253000e+00 0.000000e+00 1.384000e+01 5.496000e+00 0.000000e+00 0.000000e+00 2.855000e+01
-1.480190e+02 1.295000e+01 9.187000e+00 1.405000e+00 0.000000e+00 1.588000e+01 2.151000e+00 0.000000e+00 0.000000e+00 6.240000e+00
-1.480025e+02 1.337000e+01 8.617000e-16 -6.823000e-01 0.000000e+00 5.777000e+00 1.250000e-15 0.000000e+00 0.000000e+00 1.642000e+01
-1.479665e+02 1.543000e+01 -3.749000e+00 7.475000e+00 0.000000e+00 1.334000e+01 -2.774000e+00 0.000000e+00 0.000000e+00 6.237000e+00
-1.479360e+02 6.242000e+00 3.481000e-16 3.822000e-16 0.000000e+00 1.290000e+01 1.210000e+00 0.000000e+00 0.000000e+00 3.187000e+01
-1.479193e+02 1.140000e+01 8.267000e-16 -1.938000e+00 0.000000e+00 6.238000e+00 1.226000e-15 0.000000e+00 0.000000e+00 1.808000e+01
-1.478933e+02 1.300000e+01 7.962000e-16 7.962000e-16 0.000000e+00 6.234000e+00 1.400000e-15 0.000000e+00 0.000000e+00 3.164000e+01
-1.478921e+02 6.118000e+00 4.584000e-16 -1.243000e+00 0.000000e+00 3.928000e+01 6.499000e-15 0.000000e+00 0.000000e+00 1.073000e+01
-1.478047e+02 4.871000e+00 -3.842000e+00 7.782000e-01 0.000000e+00 6.185000e+00 -9.921000e-01 0.000000e+00 0.000000e+00 3.221000e+01
-1.477576e+02 8.982000e+00 7.855000e-01 1.520000e+00 0.000000e+00 6.227000e+00 -3.276000e-01 0.000000e+00 0.000000e+00 2.296000e+01
-1.477239e+02 6.241000e+00 3.822000e-16 3.822000e-16 0.000000e+00 3.172000e+01 8.689000e-15 0.000000e+00 0.000000e+00 1.297000e+01
-1.477191e+02 9.887000e+00 7.731000e-16 -2.441000e+00 0.000000e+00 7.217000e+00 1.402000e-15 0.000000e+00 0.000000e+00 1.829000e+01
-1.477038e+02 5.231000e+00 1.933000e+00 -2.811000e+00 0.000000e+00 1.379000e+01 8.084000e+00 0.000000e+00 0.000000e+00 1.781000e+01
-1.476746e+02 1.123000e+01 6.309000e+00 7.614000e-01 0.000000e+00 5.639000e+00 2.652000e+00 0.000000e+00 0.000000e+00 2.031000e+01
-1.476503e+02 1.492000e+01 1.619000e+00 8.396000e+00 0.000000e+00 6.166000e+00 9.803000e-01 0.000000e+00 0.000000e+00 1.398000e+01
-1.476303e+02 1.320000e+01 7.553000e-16 8.975000e-01 0.000000e+00 6.236000e+00 1.421000e-15 0.000000e+00 0.000000e+00 1.559000e+01
-1.476245e+02 1.552000e+01 -3.272000e+00 -1.403000e+00 0.000000e+00 1.330000e+01 -1.587000e+00 0.000000e+00 0.000000e+00 6.232000e+00
-1.476184e+02 9.911000e+00 7.695000e-16 -2.375000e+00 0.000000e+00 7.217000e+00 1.405000e-15 0.000000e+00 0.000000e+00 1.825000e+01
-1.476034e+02 1.484000e+01 5.570000e+00 -1.095000e+01 0.000000e+00 1.390000e+01 -1.015000e+00 0.000000e+00 0.000000e+00 6.234000e+00
-1.475950e+02 6.869000e+00 -3.732000e+00 -7.051000e+00 0.000000e+00 5.431000e+00 -3.084000e+00 0.000000e+00 0.000000e+00 1.723000e+01
-1.475900e+02 8.875000e+00 2.196000e-01 -7.230000e+00 0.000000e+00 6.237000e+00 1.219000e-01 0.000000e+00 0.000000e+00 2.327000e+01
-1.475631e+02 1.499000e+01 -3.434000e+00 1.624000e+01 0.000000e+00 3.458000e+00 5.204000e+00 0.000000e+00 0.000000e+00 2.462000e+01
-1.475595e+02 1.297000e+01 7.940000e-16 7.940000e-16 0.000000e+00 6.239000e+00 1.391000e-15 0.000000e+00 0.000000e+00 3.186000e+01
-1.474759e+02 6.221000e+00 -4.033000e-01 3.817000e-16 0.000000e+00 1.590000e+01 4.356000e-15 0.000000e+00 0.000000e+00 1.296000e+01
-1.474709e+02 3.249000e+01 2.845000e-15 1.990000e-15 0.000000e+00 5.859000e+00 -2.140000e+00 0.000000e+00 0.000000e+00 1.369000e+01
-1.474328e+02 9.139000e+00 1.791000e-15 -1.320000e+01 0.000000e+00 6.239000e+00 9.784000e-16 0.000000e+00 0.000000e+00 2.265000e+01
-1.474269e+02 1.804000e+01 1.327000e-15 -3.332000e+00 0.000000e+00 6.239000e+00 9.670000e-16 0.000000e+00 0.000000e+00 2.292000e+01
-1.473962e+02 1.496000e+01 -8.791000e+00 2.585000e+00 0.000000e+00 5.949000e+00 1.916000e+00 0.000000e+00 0.000000e+00 1.435000e+01
-1.473843e+02 8.782000e+00 4.506000e-01 1.287000e+01 0.000000e+00 8.728000e+00 1.123000e+01 0.000000e+00 0.000000e+00 1.227000e+01
-1.473833e+02 9.015000e+00 6.625000e-16 -1.654000e+00 0.000000e+00 6.237000e+00 9.679000e-16 0.000000e+00 0.000000e+00 2.289000e+01
-1.473709e+02 1.783000e+01 9.230000e-16 3.011000e+00 0.000000e+00 6.239000e+00 9.620000e-16 0.000000e+00 0.000000e+00 2.304000e+01
-1.473595e+02 1.471000e+01 -3.488000e+00 -1.171000e+00 0.000000e+00 6.177000e+00 9.295000e-01 0.000000e+00 0.000000e+00 1.416000e+01
-1.473335e+02 3.766000e+00 1.179000e+00 -4.844000e+00 0.000000e+00 1.575000e+01 2.115000e+00 0.000000e+00 0.000000e+00 2.154000e+01
-1.473119e+02 9.030000e+00 6.574000e-16 -1.570000e+00 0.000000e+00 6.231000e+00 9.668000e-16 0.000000e+00 0.000000e+00 2.290000e+01
-1.472730e+02 1.284000e+01 1.054000e-15 -3.814000e+00 0.000000e+00 1.608000e+01 4.576000e-15 0.000000e+00 0.000000e+00 6.243000e+00
-1.472693e+02 1.371000e+01 7.981000e+00 4.562000e+00 0.000000e+00 6.046000e+00 -1.558000e+00 0.000000e+00 0.000000e+00 1.553000e+01
-1.472646e+02 1.288000e+01 9.807000e-16 -2.829000e+00 0.000000e+00 1.601000e+01 4.557000e-15 0.000000e+00 0.000000e+00 6.240000e+00
-1.472430e+02 7.720000e+00 8.484000e-16 -4.777000e+00 0.000000e+00 6.237000e+00 1.655000e-15 0.000000e+00 0.000000e+00 2.678000e+01
-1.472302e+02 5.118000e+01 2.360000e-15 3.134000e-15 0.000000e+00 6.012000e+00 1.728000e+00 0.000000e+00 0.000000e+00 8.399000e+00
-1.472218e+02 5.125000e+01 4.171000e-15 3.138000e-15 0.000000e+00 6.010000e+00 -1.733000e+00 0.000000e+00 0.000000e+00 8.390000e+00
-1.472191e+02 7.065000e+00 -2.977000e-01 2.544000e+01 0.000000e+00 6.214000e+00 4.769000e-01 0.000000e+00 0.000000e+00 2.924000e+01
-1.472133e+02 1.608000e+01 1.184000e-15 9.849000e-16 0.000000e+00 1.285000e+01 -2.382000e+00 0.000000e+00 0.000000e+00 6.242000e+00
-1.472035e+02 1.285000e+01 8.630000e-16 -1.191000e+00 0.000000e+00 6.235000e+00 1.382000e-15 0.000000e+00 0.000000e+00 1.603000e+01
-1.471544e+02 6.476000e+00 2.552000e+00 -7.702000e+00 0.000000e+00 1.594000e+01 9.504000e-01 0.000000e+00 0.000000e+00 6.239000e+00
-1.471222e+02 8.499000e+00 2.281000e-02 2.150000e+01 0.000000e+00 6.965000e+00 2.085000e+01 0.000000e+00 0.000000e+00 1.594000e+01
-1.471131e+02 7.268000e+00 3.768000e-17 4.261000e+01 0.000000e+00 6.241000e+00 1.559000e-15 0.000000e+00 0.000000e+00 5.689000e+01
-1.471060e+02 4.881000e+00 -9.994000e-01 6.017000e+00 0.000000e+00 6.233000e+00 1.390000e-01 0.000000e+00 0.000000e+00 2.112000e+01
-1.470772e+02 6.504000e+00 2.100000e-16 4.454000e+00 0.000000e+00 6.235000e+00 1.394000e-15 0.000000e+00 0.000000e+00 3.178000e+01
-1.470501e+02 1.585000e+01 8.643000e-01 -1.468000e+01 0.000000e+00 6.170000e+00 -9.761000e-01 0.000000e+00 0.000000e+00 1.313000e+01
-1.470456e+02 1.502000e+01 -3.049000e+00 -4.294000e+00 0.000000e+00 5.876000e+00 -2.088000e+00 0.000000e+00 0.000000e+00 1.458000e+01
-1.470367e+02 9.799000e+00 7.395000e-16 6.000000e-16 0.000000e+00 4.238000e+01 -8.921000e+00 0.000000e+00 0.000000e+00 6.239000e+00
-1.470288e+02 1.342000e+01 -5.967000e+00 -1.518000e+01 0.000000e+00 2.358000e+01 -9.789000e-02 0.000000e+00 0.000000e+00 6.234000e+00
-1.470274e+02 3.213000e+01 1.967000e-15 1.967000e-15 0.000000e+00 6.239000e+00 1.703000e-15 0.000000e+00 0.000000e+00 1.302000e+01
-1.470267e+02 2.838000e+01 1.747000e-15 -1.505000e-01 0.000000e+00 7.279000e+00 2.075000e-15 0.000000e+00 0.000000e+00 6.230000e+00
-1.470073e+02 5.301000e+00 5.847000e-16 -3.303000e+00 0.000000e+00 3.209000e+01 7.536000e-15 0.000000e+00 0.000000e+00 7.564000e+00
-1.469765e+02 1.323000e+01 7.523000e-16 9.830000e-01 0.000000e+00 6.239000e+00 1.421000e-15 0.000000e+00 0.000000e+00 1.560000e+01
-1.469757e+02 1.261000e+01 5.429000e-16 4.537000e+00 0.000000e+00 5.794000e+00 1.184000e-15 0.000000e+00 0.000000e+00 1.739000e+01
-1.469549e+02 3.177000e+00 2.392000e-15 -1.940000e+01 0.000000e+00 6.241000e+00 1.364000e-15 0.000000e+00 0.000000e+00 6.500000e+01
-1.469417e+02 1.314000e+01 8.739000e-16 -1.088000e+00 0.000000e+00 6.237000e+00 1.411000e-15 0.000000e+00 0.000000e+00 1.571000e+01
-1.469219e+02 9.552000e+00 6.224000e+00 -2.803000e+00 0.000000e+00 1.087000e+01 7.835000e+00 0.000000e+00 0.000000e+00 6.043000e+00
-1.469141e+02 1.041000e+01 9.297000e-01 2.752000e-01 0.000000e+00 6.237000e+00 3.625000e-03 0.000000e+00 0.000000e+00 1.985000e+01
-1.469137e+02 9.920000e+00 1.954000e+00 7.988000e-02 0.000000e+00 5.961000e+00 1.851000e+00 0.000000e+00 0.000000e+00 2.181000e+01
-1.468868e+02 1.251000e+01 3.654000e-16 1.012000e+01 0.000000e+00 6.244000e+00 1.337000e-15 0.000000e+00 0.000000e+00 1.659000e+01
-1.467977e+02 1.588000e+01 1.061000e-15 -1.390000e+00 0.000000e+00 1.296000e+01 3.687000e-15 0.000000e+00 0.000000e+00 6.241000e+00
-1.467880e+02 1.297000e+01 6.191000e-16 3.267000e+00 0.000000e+00 2.090000e+01 3.980000e-15 0.000000e+00 0.000000e+00 4.664000e+00
-1.467574e+02 3.254000e+00 6.408000e+00 -3.638000e+01 0.000000e+00 8.590000e+00 1.195000e+01 0.000000e+00 0.000000e+00 2.226000e+01
-1.466980e+02 5.633000e+00 -1.685000e+00 4.732000e+00 0.000000e+00 1.649000e+01 1.090000e+00 0.000000e+00 0.000000e+00 6.856000e+00
-1.466948e+02 3.333000e+00 5.904000e-17 5.280000e+00 0.000000e+00 3.187000e+01 9.286000e-15 0.000000e+00 0.000000e+00 2.439000e+01
-1.466657e+02 5.939000e+00 2.644000e-16 1.926000e+00 0.000000e+00 1.604000e+01 4.212000e-15 0.000000e+00 0.000000e+00 1.353000e+01
-1.466540e+02 1.305000e+01 7.303000e-16 7.989000e-16 0.000000e+00 1.586000e+01 1.426000e+00 0.000000e+00 0.000000e+00 6.234000e+00
-1.466392e+02 2.607000e+01 1.810000e-15 -3.290000e+00 0.000000e+00 6.242000e+00 1.391000e-15 0.000000e+00 0.000000e+00 3.188000e+01
-1.466053e+02 5.250000e+00 4.666000e+00 1.876000e+00 0.000000e+00 9.857000e+00 -7.956000e+00 0.000000e+00 0.000000e+00 6.237000e+00
-1.465605e+02 1.335000e+01 4.369000e-16 8.920000e+00 0.000000e+00 6.239000e+00 1.425000e-15 0.000000e+00 0.000000e+00 1.555000e+01
-1.465167e+02 1.372000e+01 1.293000e-15 -6.099000e+00 0.000000e+00 6.235000e+00 1.465000e-15 0.000000e+00 0.000000e+00 3.023000e+01
-1.465021e+02 5.709000e+00 5.383000e-16 -2.542000e+00 0.000000e+00 2.633000e+01 5.380000e-15 0.000000e+00 0.000000e+00 1.739000e+01
-1.464807e+02 1.289000e+01 1.574000e-15 -9.619000e+00 0.000000e+00 6.236000e+00 1.375000e-15 0.000000e+00 0.000000e+00 1.612000e+01
-1.464451e+02 5.180000e+00 1.369000e-16 4.883000e+00 0.000000e+00 1.026000e+01 2.951000e-15 0.000000e+00 0.000000e+00 2.472000e+01
-1.464071e+02 1.129000e+01 2.838000e-16 1.142000e+01 0.000000e+00 6.240000e+00 1.207000e-15 0.000000e+00 0.000000e+00 1.837000e+01
-1.463956e+02 5.297000e+00 5.853000e-16 -3.312000e+00 0.000000e+00 3.188000e+01 7.448000e-15 0.000000e+00 0.000000e+00 7.604000e+00
-1.463786e+02 1.357000e+01 4.974000e+00 -1.331000e+01 0.000000e+00 1.387000e+01 -9.092000e-01 0.000000e+00 0.000000e+00 1.338000e+01
-1.463359e+02 6.023000e+00 -1.041000e+00 -3.735000e+00 0.000000e+00 6.103000e+00 1.297000e+00 0.000000e+00 0.000000e+00 3.489000e+01
-1.463113e+02 1.299000e+01 7.956000e-16 7.956000e-16 0.000000e+00 6.240000e+00 1.403000e-15 0.000000e+00 0.000000e+00 3.159000e+01
-1.463056e+02 2.606000e+01 1.481000e-15 1.937000e+00 0.000000e+00 6.237000e+00 1.395000e-15 0.000000e+00 0.000000e+00 1.589000e+01
